English: Is that your dog that's just wandered in over there? = French:	Est-ce que c'est votre chien qui vient de rentrer par là ?	C'est votre chien qui est juste entré par là?
English: Do you fly often? = French:	Vous prenez souvent l'avion ?	Vous volez souvent? = Spanish: ¿Vuela usted a menudo? = German: Fliegen Sie oft? = Italian: Volate spesso? = Dutch: Vlieg je vaak? = Swedish: Flyg du oft? = Norwegian: Flyger du ofte? = Finnish: Flytääkö sinua? = Czech: Vlídáte často? = Slovak: Vlídáte často? = Hungarian: Felejtségedre? = Romanian: Volați întotdeauna? = Bulgarian: Вълете си част? = Serbo-Croatian: Volite često? = Slovenian: Volite često? = Lithuanian: Jūs laikate daugiau? = Latvian: Jūs laikate daugiau? = Estonian: Jälle võidid? = Lithuanian: Jūs laikate daugiau? = Latvian: Jūs laikate daugiau? = Estonian: Jälle võidid? = Lithuanian: Jūs laikate daugiau? = Latvian: Jūs laikate daugiau? = Estonian: Jälle võidid? = Lithuanian: Jūs laikate daugiau? = Latvian: Jūs laikate daugiau? = Estonian: Jälle võidid? = Lithuanian: Jūs laikate daugiau? = Latvian: Jūs laikate daugiau? = Estonian: Jälle võidid? = Lithuanian: Jūs laikate daugiau? = Latvian: Jūs laikate daugiau? = Estonian: Jälle võidid? = Lithuanian: Jūs laikate daugiau? = Latvian: Jūs laikate daugiau? = Estonian: Jälle võidid? = Lithuanian: Jūs laikate daugiau? = Latvian: Jūs laikate daugiau? = Estonian: Jälle võidid? = Lithuanian: Jūs laikate daugiau? = Latvian: Jūs laikate daugiau? = Estonian: Jälle võidid? = Lithuanian: Jūs laikate daugiau? = Latvian: Jūs laikate daugiau? = Estonian: Jälle võidid? = Lithuanian: Jūs laikate daugiau? = Latvian: Jūs laikate
English: Perhaps we could get some caterers in to do the food? = French:	On pourrait peut-être faire venir un traiteur pour la nourriture ?	Peut-être pourrions-nous engager des traiteurs pour faire la nourriture? = German: Vielleicht könnten wir Küchenleute für die Essen einbringen? = Spanish: Quizás podríamos contratar a un catering para hacer la comida? = Italian: Forse potremmo avere dei catering per fare la comida? = Dutch: Misschien kunt u caterers voor de voedsel herstellen? = Swedish: Kanske kan vi ha catering för att göra fåret? = Finnish: Miten voidaan hakea catering ja menetelmät, jotta voidaan tehdä mene? = Hungarian: Biztosan tudjuk hívni cateringot és menetelmét, hogy a menetelés megoldása? = Romanian: Ar trebui să contractăm catering pentru a face meni? = Lithuanian: Galima turi cateringus, kad galima padaryti meniu? = Slovak: Je možné, aby sme zavolali catering, aby sme spravili hranu? = Slovenian: Lahko lahko dobimo catering, da lahko naredili hranu? = Croatian: Možemo da dobimo catering, da dobimo hranu? = Czech: Můžeme mít catering, aby nás něco zřídlo? = Slovak: Mám možnosť, aby sme zavolali catering, aby sme spravili hranu? = Bulgarian: Можем да добиваме catering, да добиваме храна? = Serbo-Croatian: Možemo da dobimo catering, da dobimo hranu? = Slovak: Mám možnosť, aby sme zavolali catering, aby sme spravili hranu? = Slovenian: Lahko lahko dobimo catering, da lahko naredili hranu? = Croatian: Možemo da dobimo catering, da dobimo hranu? = Czech: Můžeme mít catering, aby nás něco zřídlo? = Slovak: Mám možnosť, aby sme zavolali catering, aby sme spravili hranu? = Bulgarian: Можем
English: I haven't seen the physics teacher. = French:	Je n'ai pas vu le professeur de physique.	Je n'ai pas vu le professeur de physique. = German: Ich habe den Physiklehrer nicht gesehen. = Spanish: No he visto al profesor de física. = Swedish: Jag har inte sett fysiklären. = Dutch: Ik heb de fysica leraar niet gezien. = Finnish: Minä ei ole nähnyt fysikkoopettajaa. = Hungarian: Nem láttam a fizikai tanárat. = Romanian: Nu am văzut profesorul de fizică. = Russian: Я не видел физикального учителя. = Lithuanian: Neprisiame fizinio mokytojo. = Latvian: Nevērtēji fisikas līgā. = Slovak: Nemrali sme fizičár. = Slovenian: Nevidim fisikološki učitelj. = Croatian: Nije vidio fizičar. = Czech: Nepřítel jsem fysikem. = Slovak: Nemrali sme fizičár. = Albanian: Nuk mund te shikoni fiziqar. = Macedonian: Në gjendje shikoni fiziqar. = Bulgarian: Не видел физик. = Romanian: Nu am văzut profesorul de fizică. = Serbo-Croatian: Ne vidim fizičar. = Slovak: Nemrali sme fizičár. = Slovenian: Nevidim fisikološki učitelj. = Croatian: Nije vidio fizičar. = Czech: Nepřítel jsem fysikem. = Slovak: Nemrali sme fizičár. = Albanian: Nuk mund te shikoni fiziqar. = Macedonian: Në gjendje shikoni fiziqar. = Bulgarian: Не видел физик. = Romanian: Nu am văzut profesorul de fizică. = Serbo-Croatian: Ne vidim fizičar. = Slovak: Nemrali sme fizičár. = Slovenian: Nevidim fisikološki učitelj. = Croatian: Nije vidio fizičar. = Czech: Nepřítel jsem fysikem. = Slovak: Nemrali sme fizi
English: No, sorry. = French:	Non, désolée.	Non, désolé. = German: Nein, danke. = Spanish: No, gracias. = Portuguese: Não, obrigado. = Italian: No, grazie. = Dutch: Neen, dankje. = Swedish: Nej, tack. = Norwegian: Nei, takk. = Finnish: Ei, kiitos. = Greek: Όχι, δεν ευχαριστώ. = Hungarian: Nem, kérlek. = Romanian: Nu, mulţumesc. = Czech: Ne, děkuji. = Slovak: Nie, ďakujem. = Slovenian: Ne, hvala. = Bulgarian: Не, благодаря. = Serbo-Croatian: Ne, dobrovolje. = Albanian: Në, shumë. = Macedonian: Не, благодаря. = Turkish: Hayır, teşekkür ederim. = Kazakh: Не, спасибо. = Kyrgyz: Не, спасибо. = Tajik: Не, спасибо. = Uzbek: Не, спасибо. = Vietnamese: Không, cảm ơn. = Thai: ไม่, ขอบคุณ. = Korean: 아니요, 감사합니다. = Chinese: 不, 谢谢。 = Japanese: ごめんなさい。 = Vietnamese: Không, cảm ơn。 = Thai: ไม่, ขอบคุณ。 = Korean: 아니요, 감사합니다。 = Chinese: 不, 谢谢。 = Japanese: ごめんなさい。 = Vietnamese: Không, cảm ơn。 = Thai: ไม่, ขอบคุณ。 = Korean: 아니요, 감사합니다。 = Chinese: 不, 谢谢。 = Japanese: ごめんなさい。 = Vietnamese: Không, cảm ơn。 = Thai: ไม่, ขอบคุณ。 = Korean: 아니요, 감사합니다。 = Chinese: 不, 谢谢。 = Japanese: ごめんなさい。 = Vietnamese: Không, cảm ơn。 = Thai: ไม่, ขอบคุณ。 = Korean: 아니요, 감사합니다。 = Chinese: 不, 谢谢。 = Japanese: ごめんな
English: Well, the thing is, the more people there are, the less cake there’ll be for us! = French:	Ben le truc c'est que plus il y aura de monde, moins il y aura de gâteau pour nous !	Le problème, c’est que plus il y a de gens, moins il y aura de gâteau pour nous!
English: What about you? = French:	Et vous ?	Et vous? = Spanish: ¿Y tú? = German: Und du? = Italian: E tu? = Dutch: En jij? = Swedish: Och du? = Norwegian: Og du? = Danish: Og du? = Finnish: Että sinua? = Czech: A ty? = Slovak: A ty? = Polish: A ty? = Hungarian: A személyek? = Romanian: Ce-ti? = Bulgarian: Ко ти? = Serbo-Croatian: Ko ti? = Slovenian: Ko ti? = Latvian: Kui jums? = Lithuanian: Ką tik? = Estonian: Kui sinu? = Albanian: Këtu? = Greek: Ποι σου? = Turkish: Ne zaman? = Azerbaijani: Ne zaman? = Kazakh: Ne zaman? = Kyrgyz: Не қазақстаңыз? = Tajik: Не қазақстаңыз? = Uzbek: Ne zaman? = Turkmen: Ne zaman? = Ukrainian: Не займа? = Russian: Как вы? = Serbian (Cyrillic): Как Вы? = Serbian (Latin): Kako Vi? = Croatian: Kako Vi? = Slovak: Kako Vi? = Bulgarian: Како Ви? = Macedonian: Како Ви? = Albanian: Kako Vi? = Romanian: Că tu? = Hungarian: Miért? = Slovenian: Kako si? = Czech: Jak si? = Polish (male): Jak się? = Polish (female) = Slovak: Jak si? = Bulgarian: Како си? = Macedonian: Како си? = Albanian: Kako si? = Romanian: Că tu? = Hungarian: Miért? = Slovenian: Kako si? = Czech: Jak si? = Polish (male) = Polish (female) = Slovak: Jak si? = Bulgarian: Како си? = Macedonian: Како си? = Albanian: Kako si? = Romanian: Că tu? = Hungarian: Miért? = Slovenian: Kako si? = Czech: Jak si? = Polish (male) = Polish (female) = Slovak: Jak si? = Bulgarian: Како си? = Macedonian: Како си? = Albanian: Kako si? = Romanian: Că tu? = Hungarian: Miért? = Slov
English: If that's allowed? = French:	Est-ce autorisé ?	Si c'est permis? = German: Wenn das erlaubt ist? = Spanish: Si se permite? = Swedish: Om det är tillåtet? = Dutch: Als dat toegestaan is? = Finnish: Jos se on sallittu? = Hungarian: Ha lehet? = Romanian: Dacă este permis? = Slovak: Pokud je povolené? = Czech: Pokud je povolené? = Slovenian: Kako je dovoljeno? = Croatian: Ako je dovoljeno? = Serbo-Croatian: Ako je dovoljeno? = Turkish: Eğer izin verilmiş ise? = Turkish: Eğer izin verilmiş ise? = Turkish: Eğer izin verilmiş ise? = Turkish: Eğer izin verilmiş ise? = Turkish: Eğer izin verilmiş ise? = Turkish: Eğer izin verilmiş ise? = Turkish: Eğer izin verilmiş ise? = Turkish: Eğer izin verilmiş ise? = Turkish: Eğer izin verilmiş ise? = Turkish: Eğer izin verilmiş ise? = Turkish: Eğer izin verilmiş ise? = Turkish: Eğer izin verilmiş ise? = Turkish: Eğer izin verilmiş ise? = Turkish: Eğer izin verilmiş ise? = Turkish: Eğer izin verilmiş ise? = Turkish: Eğer izin verilmiş ise? = Turkish: Eğer izin verilmiş ise? = Turkish: Eğer izin verilmiş ise? = Turkish: Eğer izin verilmiş ise? = Turkish: Eğer izin verilmiş ise? = Turkish: Eğer izin verilmiş ise? = Turkish: Eğer izin verilmiş ise? = Turkish: Eğer izin verilmiş ise? = Turkish: Eğer izin verilmiş ise? = Turkish: Eğer izin verilmiş ise? = Turkish: Eğer izin verilmiş ise? = Turkish: Eğer izin verilmiş ise? = Turkish: Eğer izin verilmiş ise? = Turkish: Eğer izin verilmiş ise? = Turkish: Eğer izin verilmiş ise? = Turkish: Eğer izin verilmiş ise? = Turkish: Eğer izin verilmiş ise? = Turk
English: Was this the meeting that Cheryl set up to discuss the new holiday rotas? = French:	Est-ce que c'était la réunion organisée par Cheryl pour discuter de la nouvelle répartition des vacances ?	Cette réunion était-elle celle que Cheryl avait organisée pour discuter des nouveaux horaires de travail?
English: This is really exciting being lost like this! = French:	C'est vraiment amusant d'être perdues comme ça !	C'est vraiment excitant d'être perdu comme ça! = German: Das ist wirklich enttäuschend, so verloren zu sein! = Spanish: Es realmente emocionante estar perdido así! = Italian: È veramente entusiasmante essere perduto così! = Portuguese: É realmente emocionante estar perdido assim! = Russian: Это весело быть потерянным так! = Chinese: 这真令人兴奋，像这样迷路！ = Japanese: これは本当に楽しい、こんなに迷って！ = Korean: 이게 참 좋은 일이야, 이렇게 미치고！ = Vietnamese: Thật là thú vị khi bị lạc như thế này！ = Turkish: Bu şeyin en güzel olması, böyle bir yolculuk olması！ = Arabic: هذا أمر ممتع، مثل هذا الضياع！ = Persian: این امر بهترین است، به این طرح گم شدن！ = Greek: Αυτό είναι ευτυχής, όπως είναι αυτό το αποτέλεσμα！ = Romanian: Acesta este foarte exitant, ca este acest ghid！ = Slovak: To je veľmi hrať, ako sa tam strávať！ = Slovenian: To je večerko, kot je to tako izgubljeno！ = Albanian: Kjo është e mirë, si kjo është kësaj e shpjegjë！ = Serbo-Croatian: To je večerko, kako je to tako izgubljeno！ = Kazakh: Это очень приятно, так как это так！ = Kyrgyz: Это очень приятно, так как это так！ = Tajik: Это очень приятно, так как это так！ = Ukrainian: Такое очень приятное, так как это так！ = Kazakh: Это очень приятно, так как это так！ = Kyrgyz: Это очень приятно, так как это так！ = Tajik: Это очень приятно, так как это так！ = Ukrainian: Такое очень приятное, так как это так！ = Kazakh: Это очень приятно
English: I'm tired. = French:	Je suis fatiguée.	Je suis fatigué. = Spanish: Estoy cansado. = German: Ich bin müde. = Italian: Mi sono fatto male. = Arabic: أنا متعب. = Hebrew: אני מושג. = Persian: من همگي. = Turkish: Ben müste. = Urdu: من ستا. = Bengali: আমি ক্লান্ত. = Tamil: நான் களைப்படைந்தேன். = Telugu: నేను అలసిపోయాను. = Kannada: ನಾನು ಸುಸ್ತಾದೆ. = Malayalam: ഞാൻ ക്ഷീണിച്ചു. = Sinhala: මම මිලික් දියන්න. = Thai: หมดอายุ. = Vietnamese: Tôi mệt. = Korean: 나 지쳤어요. = Japanese: 私は疲れています。 = Mongolian: Мэр түрэн. = Kazakh: Мен түрэн. = Kyrgyz: Мен түрэн. = Mongolian: Мэр түрэн. = Tibetan: མི་ཤེས་པ།. = Thai: หมดอายุ. = Vietnamese: Tôi mệt. = Korean: 나 지쳤어요. = Japanese: 私は疲れています。 = Mongolian: Мэр түрэн. = Kazakh: Мен түрэн. = Kyrgyz: Мен түрэн. = Mongolian: Мэр түрэн. = Tibetan: མི་ཤེས་པ།. = Thai: หมดอายุ. = Vietnamese: Tôi mệt. = Korean: 나 지쳤어요. = Japanese: 私は疲れています。 = Mongolian: Мэр түрэн. = Kazakh: Мен түрэн. = Kyrgyz: Мен түрэн. = Mongolian: Мэр түрэн. = Tibetan: མི་ཤེས་པ།. = Thai: หมดอายุ. = Vietnamese: Tôi mệt. = Korean: 나 지쳤어요. = Japanese: 私は疲れています。 = Mongolian: Мэр түрэн. = Kazakh: Мен түрэн. = Kyrgyz: Мен т
English: what are they? = French:	De quoi s'agit-il ?	qu'est-ce que c'est? = German: was sind sie? = Spanish: ¿qué son? = Italian: che cosa sono? = Dutch: wat zijn ze? = Swedish: vad är de? = Norwegian: hva er de? = Finnish: mitä on ne? = Hungarian: mit kész? = Romanian: ce sunt? = Bulgarian: които са? = Czech: co je? = Slovak: co je? = Slovenian: ko je? = Serbo-Croatian: ko je? = Albanian: ko je? = Greek: τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι είναι; τι ε
English: what did I do? = French:	Qu'est-ce que j'ai fait ?	qu'est-ce que j'ai fait?)
English: More customers would be great. = French:	Plus de clients, ce serait bien.	Plus de clients seraient bien.
